ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag,eligible_primary_audit,eligible_strict_audit,eligible_exact_audit,source_folder,li_file,total_file,selection_score,has_paired_spectrum,has_target_limit_policy,included_primary,included_strict,included_exact,primary_exclusion_reason
5xk,Li6.65La3Zr1.65Ta0.35O12,8,Li53.2La24.0Zr13.2Ta2.8O96.0,0.00046,0.00046,0.00077,Ia-3d ,230,12.9591,12.9591,12.9591,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.00046,False,,0.00046,0.00046,0.00046,-3.337242168318426,-3.337242168318426,-3.337242168318426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
zfg,Li6.55La3Zr1.55Ta0.45O12,8,Li52.4La24.0Zr12.4Ta3.6O96.0,0.0004,0.0004,0.00069,Ia-3d ,230,12.9489,12.9489,12.9489,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.0004,False,,0.0004,0.0004,0.0004,-3.3979400086720375,-3.3979400086720375,-3.3979400086720375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
6hq,Li6La3ZrTaO12,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00035,0.00035,0.00044,Ia-3d ,230,12.89,12.89,12.89,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.00035,False,,0.00035,0.00035,0.00035,-3.4559319556497243,-3.4559319556497243,-3.4559319556497243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
g5q,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00028,0.00028,0.00055,Ia-3d ,230,12.9187,12.9187,12.9187,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,ICSD not the same paper,,,Yes,10.2109/jcersj2.19022,22957.0,206.0,,train,0.00028,False,,0.00028,0.00028,0.00028,-3.552841968657781,-3.552841968657781,-3.552841968657781,garnet,Li6.5La3Zr1.5Ta0.5O12,"{""La"": 3.0, ""Li"": 6.5, ""O"": 12.0, ""Ta"": 0.5, ""Zr"": 1.5}",/content/obelix_composition_audit/combined_option_a_spectra/train/g5q/g5q_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/g5q/relaxed_g5q.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/g5q/ordered_adaptive_g5q.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Li52 La24 Zr12 Ta4 O96,Li13La6Zr3TaO24,188.0,2200.362014575559,11.704053269018932,5.319707074203265,0.8028866771186034,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS,8.0,8.0,8.0,8.0,0.0,La;Zr;O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,,,"{""La"": 24.0, ""Li"": 52.0, ""O"": 96.0, ""Ta"": 4.0, ""Zr"": 12.0}","{""La"": 24.0, ""Li"": 52.0, ""O"": 96.0, ""Ta"": 4.0, ""Zr"": 12.0}","{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0, ""Zr"": 0.0}","{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0, ""Zr"": 0.0}","{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0, ""Zr"": 0.0}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}",neutral_assignment_found,"{""La"": 3.0, ""Li"": 1.0, ""O"": -2.0, ""Ta"": 5.0, ""Zr"": 4.0}",pymatgen_structure,Li52 La24 Zr12 Ta4 O96,Li13La6Zr3TaO24,"{""La"": 24.0, ""Li"": 52.0, ""O"": 96.0, ""Ta"": 4.0, ""Zr"": 12.0}",True,0.0,0.0,0.0,PASS,0.0,201.0,-53.87381607998183,593.7713095737115,3.2382256282684665,3.2382256282685944,31.0,569.3041469904122,160.31600010043894,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/g5q,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/g5q/Lithium_PDOS_g5q.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/g5q/Total_DOS_g5q.csv,980.0,True,True,False,False,False,audit:PASS/WARN_SHORT_DISTANCE
5z8,Li5.72Al0.26La3Zr1.5W0.25O12,8,Li45.76Al2.08La24.0Zr12.0W2.0O96.0,0.00049,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.5b02429,1,D2 - 208,not available,,,composition check,,,,208.0,,train,0.00049,False,,0.00049,0.00049,0.00049,-3.309803919971486,-3.309803919971486,-3.309803919971486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
r07,Li6.75La3Zr1.875Te0.125O12,8,Li54.0La24.0Zr15.0Te1.0O96.0,0.00033,,,Ia-3d ,230,12.9469,12.9469,12.9469,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.166,1,D2 - 210,not available,,,,,,,210.0,,train,0.00033,False,,0.00033,0.00033,0.00033,-3.4814860601221125,-3.4814860601221125,-3.4814860601221125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
uht,Li6.5La3Zr1.75Te0.25O12,8,Li52.0La24.0Zr14.0Te2.0O96.0,0.00102,,,Ia-3d ,230,12.9134,12.9134,12.9134,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.166,1,D2 - 210,not available,,,,,,,210.0,,train,0.00102,False,,0.00102,0.00102,0.00102,-2.9913998282380825,-2.9913998282380825,-2.9913998282380825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
xog,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,7.8e-06,7.8e-06,8.2e-06,Ia-3d ,230,12.8566,12.8566,12.8566,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.10.035,1,D2 - 216,done,ICSD ,,,,,161342.0,216.0,,train,7.8e-06,False,,7.8e-06,7.8e-06,7.8e-06,-5.107905397309519,-5.107905397309519,-5.107905397309519,garnet,Li5La3Sb2O12,"{""La"": 3.0, ""Li"": 5.0, ""O"": 12.0, ""Sb"": 2.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/xog/xog_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xog/relaxed_xog.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xog/ordered_sqs_like_xog.cif,automatic_same_folder,2150.0,fallback_unverified_source_candidate,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Li40 La24 Sb16 O96,Li5La3(SbO6)2,176.0,2173.0171456736143,12.346688327690991,5.422097695635604,0.803713034024005,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS,8.0,8.0,8.0,8.0,0.0,La;Sb;O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,,,"{""La"": 24.0, ""Li"": 40.0, ""O"": 96.0, ""Sb"": 16.0}","{""La"": 24.0, ""Li"": 40.0, ""O"": 96.0, ""Sb"": 16.0}","{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0}","{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0}","{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0}","{""La"": true, ""Li"": true, ""O"": true, ""Sb"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Sb"": true}",neutral_assignment_found,"{""La"": 3.0, ""Li"": 1.0, ""O"": -2.0, ""Sb"": 5.0}",pymatgen_structure,Li40 La24 Sb16 O96,Li5La3(SbO6)2,"{""La"": 24.0, ""Li"": 40.0, ""O"": 96.0, ""Sb"": 16.0}",True,0.0,0.0,0.0,PASS,0.0,201.0,-53.850686875018944,592.3575524669843,3.231041196710009,3.231041196710123,31.0,490.8669655098352,103.05121926333273,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xog,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xog/Lithium_PDOS_xog.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xog/Total_DOS_xog.csv,980.0,True,True,False,False,False,audit:PASS/WARN_SHORT_DISTANCE
jej,Li6CaLa2Ta2O12,8,Li48.0Ca8.0La16.0Ta16.0O96.0,2.2e-06,,,Ia-3d ,230,12.725,12.725,12.725,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163860.0,218.0,,train,2.2e-06,False,,2.2e-06,2.2e-06,2.2e-06,-5.657577319177793,-5.657577319177793,-5.657577319177793,garnet,Li6CaLa2Ta2O12,"{""Ca"": 1.0, ""La"": 2.0, ""Li"": 6.0, ""O"": 12.0, ""Ta"": 2.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/jej/jej_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/jej/relaxed_jej.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/jej/ordered_adaptive_jej.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Li48 Ca8 La16 Ta16 O96,Li6CaLa2Ta2O12,184.0,2139.120991093852,11.625657560292671,5.67251843924559,0.8050600215048802,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS,8.0,8.0,8.0,8.0,0.0,Ca;La;Ta;O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,,,"{""Ca"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ca"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ca"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ca"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ca"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ca"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ta"": true}","{""Ca"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ta"": true}",neutral_assignment_found,"{""Ca"": 2.0, ""La"": 3.0, ""Li"": 1.0, ""O"": -2.0, ""Ta"": 5.0}",pymatgen_structure,Li48 Ca8 La16 Ta16 O96,Li6CaLa2Ta2O12,"{""Ca"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}",True,0.0,0.0,0.0,PASS,0.0,201.0,-53.340879182250376,587.7267032920292,3.205337912371398,3.205337912371533,31.0,474.4418279944323,122.78824870023804,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/jej,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/jej/Lithium_PDOS_jej.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/jej/Total_DOS_jej.csv,980.0,True,True,False,False,False,audit:PASS/WARN_SHORT_DISTANCE
hud,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.3e-05,,,Ia-3d ,230,13.001,13.001,13.001,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.10.022,1,D2 - 218,done,ICSD ,,,,,163861.0,218.0,,train,1.3e-05,False,,1.3e-05,1.3e-05,1.3e-05,-4.886056647693163,-4.886056647693163,-4.886056647693163,garnet,Li6BaLa2Ta2O12,"{""Ba"": 1.0, ""La"": 2.0, ""Li"": 6.0, ""O"": 12.0, ""Ta"": 2.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/hud/hud_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hud/relaxed_hud.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hud/ordered_adaptive_hud.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Ba8 Li48 La16 Ta16 O96,BaLi6La2Ta2O12,184.0,2244.906107561504,12.20057667152991,5.980690832387765,0.8031040167509252,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS,8.0,8.0,8.0,8.0,0.0,Ba;La;Ta;O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,,,"{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ba"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ta"": true}","{""Ba"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ta"": true}",neutral_assignment_found,"{""Ba"": 2.0, ""La"": 3.0, ""Li"": 1.0, ""O"": -2.0, ""Ta"": 5.0}",pymatgen_structure,Ba8 Li48 La16 Ta16 O96,BaLi6La2Ta2O12,"{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}",True,0.0,0.0,0.0,PASS,0.0,201.0,-53.41410651187815,588.4914561556066,3.2095278133374308,3.209527813337502,31.0,612.8457906242247,164.82759592347531,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hud,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hud/Lithium_PDOS_hud.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hud/Total_DOS_hud.csv,980.0,True,True,False,False,False,audit:PASS/WARN_SHORT_DISTANCE
4uu,Li6.15La3Zr1.75Ta0.25Ga0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Ga1.6O96.0,0.00041,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,,train,0.00041,False,,0.00041,0.00041,0.00041,-3.3872161432802645,-3.3872161432802645,-3.3872161432802645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
sdz,Li6.15La3Zr1.75Ta0.25Al0.2O12,8,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,0.00037,,,Ia-3d ,230,12.95,12.95,12.95,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2012.01.131,1,D2 - 219,not available,,,,,,,219.0,,train,0.00037,False,,0.00037,0.00037,0.00037,-3.431798275933005,-3.431798275933005,-3.431798275933005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
etz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,1.97e-06,,,Ia-3d ,230,12.9727,12.9727,12.9727,90.0,90.0,90.0,Unknown,10.1039/c1cp22108f,0,,done,,,,Yes,10.1021/ic101914e,261302.0,221.0,,train,1.97e-06,False,,1.97e-06,1.97e-06,1.97e-06,-5.705533773838407,-5.705533773838407,-5.705533773838407,,Li7La3Zr2O12,"{""La"": 3.0, ""Li"": 7.0, ""O"": 12.0, ""Zr"": 2.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/etz/etz_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/relaxed_etz.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/ordered_adaptive_etz.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_LI_STOICHIOMETRY,pymatgen_structure,Li36 La24 Zr16 O96,Li9La6Zr4O24,172.0,2256.153035633922,13.11716881182513,4.842272816931404,1.4113845385687378,PASS,True,0.0,0.0,0.0,0.0,FAIL_LI_STOICHIOMETRY,8.0,8.0,8.0,8.0,0.0,La;Zr;O,0.3571428571428571,0.0,20.0,0.0,1.0,1.0,0.0823643410852713,56.0,36.0,-20.0,20.0,-0.3571428571428571,,,"{""La"": 24.0, ""Li"": 56.0, ""O"": 96.0, ""Zr"": 16.0}","{""La"": 24.0, ""Li"": 36.0, ""O"": 96.0, ""Zr"": 16.0}","{""La"": 0.0, ""Li"": -20.0, ""O"": 0.0, ""Zr"": 0.0}","{""La"": 0.0, ""Li"": 20.0, ""O"": 0.0, ""Zr"": 0.0}","{""La"": 0.0, ""Li"": 0.35714286, ""O"": 0.0, ""Zr"": 0.0}","{""La"": true, ""Li"": false, ""O"": true, ""Zr"": true}","{""La"": true, ""Li"": false, ""O"": true, ""Zr"": true}",no_neutral_assignment_found,,pymatgen_structure,Li36 La24 Zr16 O96,Li9La6Zr4O24,"{""La"": 24.0, ""Li"": 36.0, ""O"": 96.0, ""Zr"": 16.0}",True,0.0,0.0,0.0,FAIL_LI_STOICHIOMETRY,-0.3571428571428571,201.0,-2.5183119822349016,28.75560449577291,0.156369582390039,0.1563695823900488,184.0,503.8401348153825,105.18451854216715,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/Lithium_PDOS_etz.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/Total_DOS_etz.csv,980.0,True,True,False,False,False,audit:FAIL_LI_STOICHIOMETRY/PASS
ner,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,1.69e-05,,,Ia-3d ,230,12.995,12.995,12.995,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2012.04.032,1,D2 - 222,done,,,,,,185602.0,222.0,,train,1.69e-05,False,,1.69e-05,1.69e-05,1.69e-05,-4.772113295386326,-4.772113295386326,-4.772113295386326,garnet,Li6BaLa2Ta2O12,"{""Ba"": 1.0, ""La"": 2.0, ""Li"": 6.0, ""O"": 12.0, ""Ta"": 2.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/ner/ner_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ner/relaxed_ner.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ner/ordered_adaptive_ner.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_SHORT_DISTANCE,pymatgen_structure,Ba8 Li48 La16 Ta16 O96,BaLi6La2Ta2O12,184.0,2259.913561674719,12.282138922145212,5.940974736712905,0.8010800270164514,WARN_SHORT_DISTANCE,True,0.0,0.0,0.0,0.0,PASS,8.0,8.0,8.0,8.0,0.0,Ba;La;Ta;O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,,,"{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}","{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ba"": 0.0, ""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Ta"": 0.0}","{""Ba"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ta"": true}","{""Ba"": true, ""La"": true, ""Li"": true, ""O"": true, ""Ta"": true}",neutral_assignment_found,"{""Ba"": 2.0, ""La"": 3.0, ""Li"": 1.0, ""O"": -2.0, ""Ta"": 5.0}",pymatgen_structure,Ba8 Li48 La16 Ta16 O96,BaLi6La2Ta2O12,"{""Ba"": 8.0, ""La"": 16.0, ""Li"": 48.0, ""O"": 96.0, ""Ta"": 16.0}",True,0.0,0.0,0.0,PASS,0.0,201.0,-57.15009276928329,629.1097724751173,3.4312993262220037,3.4312993262221028,29.0,569.3347464138521,146.4868284253872,True,True,True,True,False,False,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ner,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ner/Lithium_PDOS_ner.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ner/Total_DOS_ner.csv,980.0,True,True,False,False,False,audit:PASS/WARN_SHORT_DISTANCE
