ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude
t17,Li6.15P0.85Ge0.15S5I,4,Li24.6P3.4Ge0.6S20.0I4.0,3.93e-05,,,F-43m,216,10.18054,10.18054,10.18054,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,3.93e-05,False,,3.93e-05,3.93e-05,3.93e-05,-4.405607449624573,-4.405607449624573,-4.405607449624573
kf7,Li6.2P0.8Ge0.2S5I,4,Li24.8P3.2Ge0.8S20.0I4.0,3.19e-05,,,F-43m,216,10.18473,10.18473,10.18473,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,3.19e-05,False,,3.19e-05,3.19e-05,3.19e-05,-4.496209316942819,-4.496209316942819,-4.496209316942819
utv,Li6.25P0.75Ge0.25S5I,4,Li25.0P3.0Ge1.0S20.0I4.0,0.00015,,,F-43m,216,10.19307,10.19307,10.19307,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,0.00015,False,,0.00015,0.00015,0.00015,-3.8239087409443187,-3.8239087409443187,-3.8239087409443187
q9f,Li6.3P0.7Ge0.3S5I,4,Li25.2P2.8Ge1.2S20.0I4.0,0.00065,,,F-43m,216,10.20585,10.20585,10.20585,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,0.00065,False,,0.00065,0.00065,0.00065,-3.1870866433571443,-3.1870866433571443,-3.1870866433571443
5qw,Li6.4P0.6Ge0.4S5I,4,Li25.6P2.4Ge1.6S20.0I4.0,0.0015,,,F-43m,216,10.22972,10.22972,10.22972,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,0.0015,False,,0.0015,0.0015,0.0015,-2.8239087409443187,-2.8239087409443187,-2.8239087409443187
znj,Li6.5P0.5Ge0.5S5I,4,Li26.0P2.0Ge2.0S20.0I4.0,0.00186,,,F-43m,216,10.24314,10.24314,10.24314,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,,train,0.00186,False,,0.00186,0.00186,0.00186,-2.7304870557820835,-2.7304870557820835,-2.7304870557820835
pa1,Li6.6P0.4Ge0.6S5I,4,Li26.4P1.6Ge2.4S20.0I4.0,0.00521,,,F-43m,216,10.24314,10.24314,10.24314,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,Yes,10.1021/jacs.1c11571,115461.0,175.0,,train,0.00521,False,,0.00521,0.00521,0.00521,-2.2831622767004753,-2.2831622767004753,-2.2831622767004753
lxk,Li6.7P0.3Ge0.7S5I,4,Li26.8P1.2Ge2.8S20.0I4.0,0.00554,,,F-43m,216,10.2851,10.2851,10.2851,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,,,,175.0,,train,0.00554,False,,0.00554,0.00554,0.00554,-2.25649023527157,-2.25649023527157,-2.25649023527157
1m8,Li6.8P0.2Ge0.8S5I,4,Li27.2P0.8Ge3.2S20.0I4.0,0.00258,,,F-43m,216,10.2998,10.2998,10.2998,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,,,,175.0,,train,0.00258,False,,0.00258,0.00258,0.00258,-2.58838029403677,-2.58838029403677,-2.58838029403677
ga9,LiCe(BH4)3Cl,8,Li8.0Ce8.0B24.0H96.0Cl8.0,0.000103,,,I-43m,217,11.72,11.72,11.72,90.0,90.0,90.0,argyrodites,10.1021/cm300792t,1,D2 - 178,done,appendix; ICSD,,,,,185218.0,178.0,,train,0.000103,False,,0.000103,0.000103,0.000103,-3.987162775294828,-3.987162775294828,-3.987162775294828
240,Li8GeP4,8,Li64.0Ge8.0P32.0,8.6e-05,,,P-43n ,218,11.7831,11.7831,11.7831,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,ICSD ,,,,,235187.0,161.0,,train,8.6e-05,False,,8.6e-05,8.6e-05,8.6e-05,-4.0655015487564325,-4.0655015487564325,-4.0655015487564325
6l9,Li4B7O12Cl,8,Li32.0B56.0O96.0Cl8.0,2e-06,2e-06,,F-43c,219,12.167,12.167,12.167,90.0,90.0,90.0,boracites,10.1107/s0567740877009443,1,D2 - 179; D1 - 730,done,ICSD ,,,,,,179.0,,train,2e-06,False,,2e-06,2e-06,2e-06,-5.698970004336019,-5.698970004336019,-5.698970004336019
gas,Li0.31La0.63(Ti0.9Co0.1)O3,1,Li0.31La0.63Ti0.9Co0.1O3.0,0.00026,,,Pm-3m,221,3.8845,3.8845,3.8845,90.0,90.0,90.0,perovskites,10.1016/j.mseb.2004.07.003,1,D2 - 182,done,ICSD ,,,,,151533.0,182.0,,train,0.00026,False,,0.00026,0.00026,0.00026,-3.5850266520291822,-3.5850266520291822,-3.5850266520291822
f5n,Li2(OH)0.9F0.1Cl,1,Li2.0O0.9H0.9F0.1Cl1.0,3.86e-05,,,Pm-3m,221,3.91,3.91,3.91,90.0,90.0,90.0,antiperovskite,10.1002/anie.201604554,1,D2 - 184,not available,,,,,,,184.0,,train,3.86e-05,False,,3.86e-05,3.86e-05,3.86e-05,-4.413412695328245,-4.413412695328245,-4.413412695328245
hx7,Li2(OH)Br,1,Li2.0O1.0H1.0Br1.0,1.2e-06,,,Pm-3m,221,4.056,4.056,4.056,90.0,90.0,90.0,antiperovskite,10.1002/ange.201604554,1,D2 - 184,done,,,,Yes,10.1016/0022-5088(81)90132-6,200874.0,184.0,,train,1.2e-06,False,,1.2e-06,1.2e-06,1.2e-06,-5.920818753952375,-5.920818753952375,-5.920818753952375
oi4,Li0.375Sr0.4375Hf0.25Ta0.75O3,1,Li0.38Sr0.44Hf0.25Ta0.75O3.0,0.00038,,,Pm-3m,221,3.992,3.992,3.992,90.0,90.0,90.0,perovskites,10.1021/acsami.6b03070,1,D2 - 189,not available,,,,,,,189.0,,train,0.00038,False,,0.00038,0.00038,0.00038,-3.42021640338319,-3.42021640338319,-3.42021640338319
sv7,La0.51Li0.34TiO2.94,1,La0.51Li0.34Ti1.0O2.94,0.001,0.001,,Pm-3m,221,3.871,3.871,3.871,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90309-3,1,D2 - 319,not available,,,,,,,319.0,,train,0.001,False,,0.001,0.001,0.001,-3.0,-3.0,-3.0
qbb,Li3OBr,1,Li3.0O1.0Br1.0,1.1e-06,,,Pm-3m,221,4.05,4.05,4.05,90.0,90.0,90.0,antiperovskite,10.1016/j.ssi.2015.11.027,1,D2 - 195,done,,,,Yes,10.1515/znb-1989-1103,67265.0,195.0,,train,1.1e-06,False,,1.1e-06,1.1e-06,1.1e-06,-5.958607314841775,-5.958607314841775,-5.958607314841775
w1l,Li0.5Sr0.5Cr0.25Ta0.75O3,1,Li0.5Sr0.5Cr0.25Ta0.75O3.0,6e-05,,,Pm-3m,221,3.9503,3.9503,3.9503,90.0,90.0,90.0,perovskites,10.1016/s0378-7753(97)02645-1,1,D1 - 619,not available,,,,,,,,619.0,train,6e-05,False,,6e-05,6e-05,6e-05,-4.221848749616356,-4.221848749616356,-4.221848749616356
jce,Li0.5Sr0.5Fe0.25Ta0.75O3,1,Li0.5Sr0.5Fe0.25Ta0.75O3.0,0.0001,,,Pm-3m,221,3.9639,3.9639,3.9639,90.0,90.0,90.0,perovskites,10.1016/s0378-7753(97)02645-1,1,D1 - 619,not available,,,,,,,,619.0,train,0.0001,False,,0.0001,0.0001,0.0001,-4.0,-4.0,-4.0
9ph,Li0.19La0.67(Ti0.9Co0.1)O3,4,Li0.76La2.68Ti3.6Co0.4O12.0,0.000108,,,Fm-3m,225,7.7722,7.7722,7.7722,90.0,90.0,90.0,perovskites,10.1016/j.mseb.2004.07.003,1,D2 - 182,done,ICSD ,,,,,151535.0,182.0,,train,0.000108,False,,0.000108,0.000108,0.000108,-3.96657624451305,-3.96657624451305,-3.96657624451305
kkn,Li6NBr3,4,Li24.0N4.0Br12.0,1e-08,,,Fm-3m,225,8.9334,8.9334,8.9334,90.0,90.0,90.0,halides,10.1016/j.jallcom.2015.01.082,1,D2 - 196,done,,,,Yes,10.1016/S0925-8388(97)00158-8,84090.0,196.0,,train,1e-08,False,,1e-08,1e-08,1e-08,-8.0,-8.0,-8.0
m0v,Li(Li0.34Ti1.66)O4,8,Li10.72Ti13.28O32.0,6.03e-08,,,Fd-3m,227,8.362,8.362,8.362,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168137.0,164.0,,train,6.03e-08,False,,6.03e-08,6.03e-08,6.03e-08,-7.219682687859849,-7.219682687859849,-7.219682687859849
6du,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,8,Li10.14Mg0.8Ti13.07O32.0,1.73e-08,,,Fd-3m,227,8.3649,8.3649,8.3649,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168139.0,164.0,,train,1.73e-08,False,,1.73e-08,1.73e-08,1.73e-08,-7.761953896871205,-7.761953896871205,-7.761953896871205
u0c,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,8,Li9.6Mg1.6Ti12.8O32.0,4.24e-09,,,Fd-3m,227,8.3666,8.3666,8.3666,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168141.0,164.0,,train,4.24e-09,False,,4.24e-09,4.24e-09,4.24e-09,-8.372634143407268,-8.372634143407268,-8.372634143407268
xub,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,8,Li9.12Mg2.4Ti12.48O32.0,1.51e-09,,,Fd-3m,227,8.3703,8.3703,8.3703,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168142.0,164.0,,train,1.51e-09,False,,1.51e-09,1.51e-09,1.51e-09,-8.821023052706831,-8.821023052706831,-8.821023052706831
bjw,Li2MnCl4,8,Li16.0Mn8.0Cl32.0,4.79e-06,,,Fd-3m,227,10.481,10.481,10.481,90.0,90.0,90.0,chlorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,ICSD-69678,69678.0,166.0,,train,4.79e-06,False,,4.79e-06,4.79e-06,4.79e-06,-5.319664486585437,-5.319664486585437,-5.319664486585437
dvn,Li2MgCl4,8,Li16.0Mg8.0Cl32.0,6.24e-07,,,Fd-3m,227,10.416,10.416,10.416,90.0,90.0,90.0,chlorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,10.1002/zaac.19946200505,74957.0,166.0,,train,6.24e-07,False,,6.24e-07,6.24e-07,6.24e-07,-6.204815410317576,-6.204815410317576,-6.204815410317576
t3k,Li1.9Mn0.9Ga0.1Cl4,8,Li15.2Mn7.2Ga0.8Cl32.0,2.37e-07,,,Fd-3m,227,10.4881,10.4881,10.4881,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50305.0,198.0,,train,2.37e-07,False,,2.37e-07,2.37e-07,2.37e-07,-6.6252516539898965,-6.6252516539898965,-6.6252516539898965
uxi,Li1.65Mn0.65In0.35Cl4,8,Li13.2Mn5.2In2.8Cl32.0,9.9e-08,,,Fd-3m,227,10.4696,10.4696,10.4696,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50306.0,198.0,,train,9.9e-08,False,,9.9e-08,9.9e-08,9.9e-08,-7.00436480540245,-7.00436480540245,-7.00436480540245
r5y,Li2CdCl4,8,Li1.6Cd8.0Cl32.0,5.8e-07,,,Fd-3m,227,10.635,10.635,10.635,90.0,90.0,90.0,chlorides,10.1016/0025-5408(81)90142-2,1,D2 - 199,not available,,,composition corrected,,,,199.0,,train,5.8e-07,False,,5.8e-07,5.8e-07,5.8e-07,-6.236572006437063,-6.236572006437063,-6.236572006437063
ek5,LiSrNb2O6F,8,Li8.0Sr8.0Nb16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.48371,10.48371,10.48371,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236009.0,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
xut,LiSrTa2O6F,8,Li8.0Sr8.0Ta16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.46401,10.46401,10.46401,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236010.0,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
ckw,LiSr0.9Nb2O6F0.8,8,Li8.0Sr7.2Nb16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4909,10.4909,10.4909,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
yab,LiSr0.9Ta2O6F0.8,8,Li8.0Sr7.2Ta16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4687,10.4687,10.4687,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
ysm,Li1.1SrNb1.9Zr0.1O6F,8,Li8.8Sr8.0Nb15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.48854,10.48854,10.48854,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236013.0,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
e81,Li1.1SrTa1.9Zr0.1O6F,8,Li8.8Sr8.0Ta15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.46992,10.46992,10.46992,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236014.0,200.0,,train,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
3qz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.00012,,,Ia-3d ,230,12.972,12.972,12.972,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,,,,,,,,,205.0,,train,0.00012,False,,0.00012,0.00012,0.00012,-3.9208187539523753,-3.9208187539523753,-3.9208187539523753
cjq,Li6SrLa2Nb2O12,8,Li48.0Sr8.0La16.0Nb16.0O96.0,4.2e-06,,,Ia-3d ,230,12.811,12.811,12.811,90.0,90.0,90.0,Unknown,10.1111/j.1551-2916.2005.00060.x,0,,,,,duplicate with line 491; 374,,,,159.0,682.0,train,4.2e-06,False,,4.2e-06,4.2e-06,4.2e-06,-5.376750709602099,-5.376750709602099,-5.376750709602099
uaz,Li6CaLa2Nb2O12,8,Li48.0Ca8.0La16.0Nb16.0O96.0,1.6e-06,,,Ia-3d ,230,12.697,12.697,12.697,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D1 - 197,done,,,"ic # check, was wrong paper",Yes,10.1016/j.cej.2019.121937,236045.0,159.0,683.0,train,1.6e-06,False,,1.6e-06,1.6e-06,1.6e-06,-5.795880017344075,-5.795880017344075,-5.795880017344075
aax,Li5.25Ba0.25La2.75Ta2O12,8,Li42.0Ba2.0La22.0Ta16.0O96.0,7.41e-06,7.41e-06,1.016e-05,Ia-3d ,230,12.8427,12.8427,12.8427,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,7.41e-06,False,,7.41e-06,7.41e-06,7.41e-06,-5.130181792020672,-5.130181792020672,-5.130181792020672
o86,Li5.5Ba0.5La2.5Ta2O12,8,Li44.0Ba4.0La20.0Ta16.0O96.0,1.41e-05,1.41e-05,2e-05,Ia-3d ,230,12.8859,12.8859,12.8859,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,1.41e-05,False,,1.41e-05,1.41e-05,1.41e-05,-4.85078088734462,-4.85078088734462,-4.85078088734462
coi,Li6.25Ba1.25La1.75Ta2O12,8,Li50.0Ba10.0La14.0Ta16.0O96.0,4.99e-05,4.99e-05,7.539e-05,Ia-3d ,230,12.9934,12.9934,12.9934,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,4.99e-05,False,,4.99e-05,4.99e-05,4.99e-05,-4.30189945437661,-4.30189945437661,-4.30189945437661
3vi,Li6.5Ba1.5La1.5Ta2O12,8,Li52.0Ba12.0La12.0Ta16.0O96.0,3.08e-05,3.08e-05,6.527e-05,Ia-3d ,230,12.9855,12.9855,12.9855,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,3.08e-05,False,,3.08e-05,3.08e-05,3.08e-05,-4.511449283499556,-4.511449283499556,-4.511449283499556
vwn,Li6.75Ba1.75La1.25Ta2O12,8,Li54.0Ba14.0La10.0Ta16.0O96.0,1.18e-05,1.18e-05,2.21e-05,Ia-3d ,230,12.9813,12.9813,12.9813,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,1.18e-05,False,,1.18e-05,1.18e-05,1.18e-05,-4.928117992693875,-4.928117992693875,-4.928117992693875
tlp,Li7Ba2LaTa2O12,8,Li56.0Ba16.0La8.0Ta16.0O96.0,2.85e-06,2.85e-06,4.5e-06,Ia-3d ,230,12.9646,12.9646,12.9646,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,,train,2.85e-06,False,,2.85e-06,2.85e-06,2.85e-06,-5.54515513999149,-5.54515513999149,-5.54515513999149
ka6,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,6.61e-06,6.61e-06,8.31e-06,Ia-3d ,230,12.7814,12.7814,12.7814,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,done,ICSD not the same paper,,lattice parameter double check,Yes,10.1039/C6DT04021G ,259001.0,201.0,,train,6.61e-06,False,,6.61e-06,6.61e-06,6.61e-06,-5.179798540514359,-5.179798540514359,-5.179798540514359
7o7,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,2.95e-05,2.95e-05,4.247e-05,Ia-3d ,230,12.9748,12.9748,12.9748,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,done,ICSD not the same paper,,lattice parameter double check,Yes,10.1021/am4060194,237201.0,201.0,,train,2.95e-05,False,,2.95e-05,2.95e-05,2.95e-05,-4.530177984021837,-4.530177984021837,-4.530177984021837
d6f,Li7La3Zr1.89Al0.15O12,8,Li56.0La24.0Zr15.12Al1.2O96.0,0.00034,,,Ia-3d ,230,13.0,13.0,13.0,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.049,1,D2 - 202; D1 - 770,not available,,,,,,,202.0,639.0,train,0.00034,False,,0.00034,0.00034,0.00034,-3.4685210829577446,-3.4685210829577446,-3.4685210829577446
dvs,Li7.06La3Y0.06Zr1.94O12,8,Li56.48La24.0Y0.48Zr15.52O96.0,0.00081,0.00081,0.000956,Ia-3d ,230,12.9672,12.9672,12.9672,90.0,90.0,90.0,garnet,10.1016/j.elecom.2011.08.014,1,D2 - 203; D1 - 20,not available,,,,,,,203.0,,train,0.00081,False,,0.00081,0.00081,0.00081,-3.0915149811213505,-3.0915149811213505,-3.0915149811213505
3o4,Li6.25La3Zr2Ga0.25O12,8,Li50.0La24.0Zr16.0Ga2.0O96.0,0.00035,,,Ia-3d ,230,12.971,12.971,12.971,90.0,90.0,90.0,garnet,10.1016/j.matchemphys.2012.03.054,1,D2 - 204; D1 - 777,not available,,,,,,,204.0,646.0,train,0.00035,False,,0.00035,0.00035,0.00035,-3.4559319556497243,-3.4559319556497243,-3.4559319556497243
kji,Li6.4La3Zr1.4Ta0.6O12,8,Li51.2La24.0Zr11.2Ta4.8O96.0,0.001,,,Ia-3d ,230,12.922,12.922,12.922,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22958.0,205.0,,train,0.001,False,,0.001,0.001,0.001,-3.0,-3.0,-3.0
gdr,Li6.2La3Zr1.2Ta0.8O12,8,Li49.6La24.0Zr9.6Ta6.4O96.0,0.00032,,,Ia-3d ,230,12.908,12.908,12.908,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22959.0,205.0,671.0,train,0.00032,False,,0.00032,0.00032,0.00032,-3.494850021680094,-3.494850021680094,-3.494850021680094
v1q,Li6.8La3Zr1.8Ta0.2O12,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00073,0.00073,0.00078,Ia-3d ,230,12.978,12.978,12.978,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.00073,False,,0.00073,0.00073,0.00073,-3.136677139879544,-3.136677139879544,-3.136677139879544
4vd,Li6.75La3Zr1.75Ta0.25O12,8,Li54.0La24.0Zr14.0Ta2.0O96.0,0.00063,0.00063,0.00087,Ia-3d ,230,12.9801,12.9801,12.9801,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,,,,,duplicate with line 512,,,,,685.0,train,0.00063,False,,0.00063,0.00063,0.00063,-3.2006594505464183,-3.2006594505464183,-3.2006594505464183
5xk,Li6.65La3Zr1.65Ta0.35O12,8,Li53.2La24.0Zr13.2Ta2.8O96.0,0.00046,0.00046,0.00077,Ia-3d ,230,12.9591,12.9591,12.9591,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.00046,False,,0.00046,0.00046,0.00046,-3.337242168318426,-3.337242168318426,-3.337242168318426
2wb,Li6.6La3Zr1.6Ta0.4O12,8,Li52.8La24.0Zr12.8Ta3.2O96.0,0.00047,0.00047,0.00072,Ia-3d ,230,12.947,12.947,12.947,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.2109/jcersj2.19022,22956.0,206.0,,train,0.00047,False,,0.00047,0.00047,0.00047,-3.3279021420642825,-3.3279021420642825,-3.3279021420642825
zfg,Li6.55La3Zr1.55Ta0.45O12,8,Li52.4La24.0Zr12.4Ta3.6O96.0,0.0004,0.0004,0.00069,Ia-3d ,230,12.9489,12.9489,12.9489,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.0004,False,,0.0004,0.0004,0.0004,-3.3979400086720375,-3.3979400086720375,-3.3979400086720375
6hq,Li6La3ZrTaO12,8,Li48.0La24.0Zr8.0Ta8.0O96.0,0.00035,0.00035,0.00044,Ia-3d ,230,12.89,12.89,12.89,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,not available,,,,,,,206.0,,train,0.00035,False,,0.00035,0.00035,0.00035,-3.4559319556497243,-3.4559319556497243,-3.4559319556497243
hcm,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,3.4e-05,3.4e-05,0.00016,Ia-3d ,230,12.8311,12.8311,12.8311,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.1016/0167-577X(88)90011-0,68252.0,206.0,,train,3.4e-05,False,,3.4e-05,3.4e-05,3.4e-05,-4.468521082957745,-4.468521082957745,-4.468521082957745
e6a,Li6.7La3Zr1.7Ta0.3O12,8,Li53.6La24.0Zr13.6Ta2.4O96.0,0.00069,0.00069,0.00096,Ia-3d ,230,12.9721,12.9721,12.9721,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,,,,Yes,10.1021/acsaem.1c03632,48784.0,206.0,,train,0.00069,False,,0.00069,0.00069,0.00069,-3.161150909262745,-3.161150909262745,-3.161150909262745
g5q,Li6.5La3Zr1.5Ta0.5O12,8,Li52.0La24.0Zr12.0Ta4.0O96.0,0.00028,0.00028,0.00055,Ia-3d ,230,12.9187,12.9187,12.9187,90.0,90.0,90.0,garnet,10.1149/2.024205esl,1,D2 - 206,done,ICSD not the same paper,,,Yes,10.2109/jcersj2.19022,22957.0,206.0,,train,0.00028,False,,0.00028,0.00028,0.00028,-3.552841968657781,-3.552841968657781,-3.552841968657781
5z8,Li5.72Al0.26La3Zr1.5W0.25O12,8,Li45.76Al2.08La24.0Zr12.0W2.0O96.0,0.00049,,,Ia-3d ,230,12.954,12.954,12.954,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.5b02429,1,D2 - 208,not available,,,composition check,,,,208.0,,train,0.00049,False,,0.00049,0.00049,0.00049,-3.309803919971486,-3.309803919971486,-3.309803919971486
r07,Li6.75La3Zr1.875Te0.125O12,8,Li54.0La24.0Zr15.0Te1.0O96.0,0.00033,,,Ia-3d ,230,12.9469,12.9469,12.9469,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.166,1,D2 - 210,not available,,,,,,,210.0,,train,0.00033,False,,0.00033,0.00033,0.00033,-3.4814860601221125,-3.4814860601221125,-3.4814860601221125
uht,Li6.5La3Zr1.75Te0.25O12,8,Li52.0La24.0Zr14.0Te2.0O96.0,0.00102,,,Ia-3d ,230,12.9134,12.9134,12.9134,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.166,1,D2 - 210,not available,,,,,,,210.0,,train,0.00102,False,,0.00102,0.00102,0.00102,-2.9913998282380825,-2.9913998282380825,-2.9913998282380825
kbq,Li5La3Bi2O12,8,Li40.0La24.0Bi16.0O96.0,1.9e-05,1.9e-05,4e-05,Ia-3d ,230,13.0652,13.0652,13.0652,90.0,90.0,90.0,garnet,10.1016/j.mseb.2007.07.009,1,D2 - 213,done,ICSD ,,,,,158372.0,213.0,,train,1.9e-05,False,,1.9e-05,1.9e-05,1.9e-05,-4.721246399047171,-4.721246399047171,-4.721246399047171
uw9,Li6La2SrBi2O12,8,Li48.0La16.0Sr8.0Bi16.0O96.0,2e-05,2e-05,5.2e-05,Ia-3d ,230,13.0893,13.0893,13.0893,90.0,90.0,90.0,garnet,10.1016/j.mseb.2007.07.009,1,D2 - 213,done,ICSD ,,,,,158373.0,213.0,,train,2e-05,False,,2e-05,2e-05,2e-05,-4.698970004336019,-4.698970004336019,-4.698970004336019
vqu,Li5Nd3Sb2O12,8,Li40.0Nd24.0Sb16.0O96.0,1.3e-07,,1.3e-07,Ia-3d ,230,12.66238,12.66238,12.66238,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.04.002,1,D2 - 214,done,ICSD ,,,,,159426.0,214.0,,train,1.3e-07,False,,1.3e-07,1.3e-07,1.3e-07,-6.886056647693163,-6.886056647693163,-6.886056647693163
